customer_id,product_id,price,date_of_purchase
C110,P50,436,2019-01-13 15:21:00
C126,P28,49,2019-01-13 15:17:00
C130,P54,517,2019-01-13 22:43:00
C133,P54,55,2019-01-13 08:18:00
C133,P47,512,2019-01-13 08:18:00
C3,P41,1098,2019-01-14 11:39:00
C7,P37,1489,2019-01-14 09:37:00
C7,P36,1910,2019-01-14 09:37:00
C12,P61,1990,2019-01-14 21:48:00
C18,P53,1955,2019-01-14 06:31:00
C22,P33,794,2019-01-14 19:42:00
C22,P30,350,2019-01-14 19:42:00
C25,P09,600,2019-01-14 09:55:00
C27,P36,262,2019-01-14 21:27:00
C28,P36,1514,2019-01-14 14:51:00
C41,P28,81,2019-01-14 15:05:00
C41,P22,50,2019-01-14 15:05:00
C44,P35,905,2019-01-14 21:08:00
C44,P35,1201,2019-01-14 21:08:00
C45,P60,1293,2019-01-14 19:11:00
C45,P48,1755,2019-01-14 19:11:00
C46,P15,1918,2019-01-14 23:37:00
C46,P19,1983,2019-01-14 23:37:00
C47,P05,440,2019-01-14 10:16:00
C53,P06,1625,2019-01-14 23:49:00
C53,P08,891,2019-01-14 23:49:00
C56,P56,862,2019-01-14 08:01:00
C61,P37,1667,2019-01-14 19:28:00
C61,P40,1343,2019-01-14 19:28:00
C63,P35,94,2019-01-14 17:52:00
C69,P25,1608,2019-01-14 18:25:00
C90,P20,1900,2019-01-14 13:58:00
C90,P15,1993,2019-01-14 13:58:00
C104,P28,1461,2019-01-14 12:05:00
C108,P47,1119,2019-01-14 14:59:00
C110,P56,1835,2019-01-14 17:48:00
C117,P46,1059,2019-01-14 20:00:00
C117,P44,1897,2019-01-14 20:00:00
C122,P35,1040,2019-01-14 08:23:00
C122,P39,937,2019-01-14 08:23:00
C1,P08,1190,2019-01-15 21:28:00
C1,P08,490,2019-01-15 21:28:00
C2,P22,190,2019-01-15 16:28:00
C13,P33,197,2019-01-15 17:34:00
C21,P30,1032,2019-01-15 11:43:00
C26,P46,1147,2019-01-15 15:20:00
C27,P45,1544,2019-01-15 20:49:00
C34,P23,770,2019-01-15 09:21:00
C41,P24,1500,2019-01-15 20:05:00
C46,P01,1362,2019-01-15 19:04:00
C50,P39,1025,2019-01-15 07:01:00
C54,P58,842,2019-01-15 08:10:00
C56,P47,186,2019-01-15 23:11:00
C56,P46,1888,2019-01-15 23:11:00
C62,P61,501,2019-01-15 04:23:00
C67,P31,1758,2019-01-15 10:51:00
C80,P32,1064,2019-01-15 19:11:00
C85,P28,948,2019-01-15 14:09:00
C86,P60,503,2019-01-15 16:13:00
C91,P63,1053,2019-01-15 03:13:00
C96,P23,1185,2019-01-15 12:38:00
C96,P33,396,2019-01-15 12:38:00
C100,P20,185,2019-01-15 15:46:00
C100,P19,1016,2019-01-15 15:46:00
C103,P30,1810,2019-01-15 11:03:00
C108,P42,947,2019-01-15 14:51:00
C112,P01,1513,2019-01-15 15:41:00
C117,P56,1153,2019-01-15 05:32:00
C121,P61,569,2019-01-15 15:04:00
C127,P17,377,2019-01-15 21:30:00
C127,P19,365,2019-01-15 21:30:00
C128,P39,1559,2019-01-15 05:30:00
C135,P60,1014,2019-01-15 08:15:00
C14,P57,1304,2019-01-16 13:13:00
C14,P57,984,2019-01-16 13:13:00
C18,P62,318,2019-01-16 14:44:00
C25,P37,408,2019-01-16 18:04:00
C26,P46,1642,2019-01-16 08:22:00
C26,P54,1645,2019-01-16 08:22:00
C27,P24,374,2019-01-16 02:50:00
C28,P58,144,2019-01-16 12:00:00
C29,P44,1268,2019-01-16 18:43:00
C29,P60,911,2019-01-16 18:43:00
C30,P24,872,2019-01-16 11:12:00
C40,P20,469,2019-01-16 12:35:00
C40,P17,705,2019-01-16 12:35:00
C42,P31,459,2019-01-16 13:51:00
C42,P29,1722,2019-01-16 13:51:00
C45,P45,1611,2019-01-16 12:06:00
C46,P01,1598,2019-01-16 17:08:00
C57,P32,1950,2019-01-16 12:26:00
C63,P37,518,2019-01-16 23:37:00
C63,P36,905,2019-01-16 23:37:00
C65,P06,1412,2019-01-16 21:52:00
C71,P63,2000,2019-01-16 17:46:00
C73,P43,171,2019-01-16 03:18:00
C75,P59,1381,2019-01-16 17:07:00
C75,P60,121,2019-01-16 17:07:00
C76,P36,1494,2019-01-16 22:30:00
C78,P63,1808,2019-01-16 06:47:00
C87,P47,580,2019-01-16 13:47:00
C89,P24,1504,2019-01-16 08:39:00
C93,P31,666,2019-01-16 20:53:00
C95,P38,205,2019-01-16 13:22:00
C95,P35,531,2019-01-16 13:22:00
C96,P64,1938,2019-01-16 09:57:00
C101,P24,1854,2019-01-16 07:33:00
C101,P34,1132,2019-01-16 07:33:00
C106,P29,141,2019-01-16 09:58:00
C109,P37,966,2019-01-16 23:33:00
C110,P63,571,2019-01-16 15:17:00
C110,P64,269,2019-01-16 15:17:00
C112,P36,1256,2019-01-16 10:48:00
C115,P34,1164,2019-01-16 05:18:00
C118,P58,1553,2019-01-16 16:23:00
C118,P42,432,2019-01-16 16:23:00
C132,P27,849,2019-01-16 20:34:00
C2,P25,368,2019-01-17 14:41:00
C3,P40,1536,2019-01-17 11:52:00
C3,P39,1292,2019-01-17 11:52:00
C9,P18,306,2019-01-17 12:40:00
C9,P20,942,2019-01-17 12:40:00
C14,P51,969,2019-01-17 13:32:00
C16,P36,494,2019-01-17 03:39:00
C20,P35,8,2019-01-17 19:36:00
C28,P36,1565,2019-01-17 23:57:00
C29,P64,691,2019-01-17 06:14:00
C40,P04,1643,2019-01-17 17:32:00
C41,P32,1385,2019-01-17 12:59:00
C41,P32,1443,2019-01-17 12:59:00
C42,P14,347,2019-01-17 09:48:00
C43,P53,1859,2019-01-17 17:04:00
C46,P39,949,2019-01-17 23:47:00
C46,P39,108,2019-01-17 23:47:00
C47,P03,859,2019-01-17 12:43:00
C55,P31,1889,2019-01-17 09:40:00
C56,P43,1176,2019-01-17 23:13:00
C56,P53,1204,2019-01-17 23:13:00
C63,P35,891,2019-01-17 12:07:00
C88,P28,1539,2019-01-17 15:17:00
C92,P26,406,2019-01-17 05:14:00
C110,P63,1866,2019-01-17 10:58:00
C110,P62,1849,2019-01-17 10:58:00
C113,P06,860,2019-01-17 09:15:00
C126,P37,62,2019-01-17 10:12:00
C128,P56,1903,2019-01-17 15:53:00
C131,P56,1791,2019-01-17 12:40:00
C132,P06,1277,2019-01-17 05:03:00
C1,P02,739,2019-01-18 05:11:00
C11,P07,1858,2019-01-18 20:32:00
C18,P26,267,2019-01-18 11:36:00
C26,P46,1160,2019-01-18 08:18:00
C27,P22,706,2019-01-18 13:54:00
C29,P61,12,2019-01-18 09:04:00
C30,P39,1651,2019-01-18 08:35:00
C33,P28,985,2019-01-18 04:43:00
C34,P23,1898,2019-01-18 21:27:00
C36,P22,682,2019-01-18 19:29:00
C43,P41,946,2019-01-18 03:41:00
C44,P46,173,2019-01-18 19:31:00
C46,P01,181,2019-01-18 12:38:00
C46,P04,402,2019-01-18 12:38:00
C54,P48,1235,2019-01-18 13:10:00
C56,P59,1527,2019-01-18 07:26:00
C83,P38,115,2019-01-18 20:17:00
C83,P38,1651,2019-01-18 20:17:00
C85,P43,22,2019-01-18 23:01:00
C98,P38,501,2019-01-18 05:58:00
C102,P31,1628,2019-01-18 18:22:00
C104,P30,1136,2019-01-18 12:04:00
C104,P23,2000,2019-01-18 12:04:00
C108,P47,546,2019-01-18 22:12:00
C112,P58,1824,2019-01-18 10:33:00
C114,P38,317,2019-01-18 23:44:00
C120,P47,146,2019-01-18 22:59:00
C120,P58,757,2019-01-18 22:59:00
C12,P40,1517,2019-01-19 04:31:00
C19,P29,793,2019-01-19 19:26:00
C21,P22,908,2019-01-19 16:22:00
C21,P30,877,2019-01-19 16:22:00
C34,P33,395,2019-01-19 16:00:00
C34,P26,1868,2019-01-19 16:00:00
C35,P32,1974,2019-01-19 05:50:00
C35,P29,73,2019-01-19 05:50:00
C40,P25,1732,2019-01-19 08:11:00
C40,P23,1482,2019-01-19 08:11:00
C49,P44,327,2019-01-19 16:35:00
C50,P38,683,2019-01-19 19:04:00
C53,P51,69,2019-01-19 17:42:00
C53,P52,241,2019-01-19 17:42:00
C63,P36,1448,2019-01-19 07:59:00
C63,P40,214,2019-01-19 07:59:00
C69,P06,1233,2019-01-19 12:51:00
C69,P09,1822,2019-01-19 12:51:00
C71,P08,1661,2019-01-19 06:10:00
C72,P60,118,2019-01-19 15:38:00
C75,P44,525,2019-01-19 21:38:00
C82,P62,1754,2019-01-19 14:48:00
C89,P27,1353,2019-01-19 03:59:00
C95,P35,386,2019-01-19 21:29:00
C95,P38,544,2019-01-19 21:29:00
C96,P39,489,2019-01-19 09:40:00
C96,P40,1544,2019-01-19 09:40:00
C108,P45,200,2019-01-19 20:58:00
C113,P03,1570,2019-01-19 10:07:00
C122,P63,1637,2019-01-19 09:47:00
C122,P64,843,2019-01-19 09:47:00
C127,P61,930,2019-01-19 04:59:00
C127,P64,1202,2019-01-19 04:59:00
C128,P59,1915,2019-01-19 20:37:00
C128,P49,1820,2019-01-19 20:37:00
C4,P35,385,2019-01-20 18:40:00
C28,P58,1889,2019-01-20 23:34:00
C35,P28,403,2019-01-20 18:38:00
C41,P26,788,2019-01-20 05:52:00
C41,P27,56,2019-01-20 05:52:00
C46,P17,802,2019-01-20 10:58:00
C57,P38,1737,2019-01-20 21:44:00
C57,P35,889,2019-01-20 21:44:00
C69,P03,1784,2019-01-20 18:33:00
C71,P08,59,2019-01-20 05:22:00
C81,P61,654,2019-01-20 07:25:00
C81,P61,686,2019-01-20 07:25:00
C83,P02,1198,2019-01-20 17:31:00
C83,P05,550,2019-01-20 17:31:00
C86,P62,1724,2019-01-20 22:14:00
C87,P45,1567,2019-01-20 15:14:00
C91,P63,1050,2019-01-20 06:46:00
C95,P39,665,2019-01-20 09:34:00
C97,P28,60,2019-01-20 23:14:00
C105,P59,1598,2019-01-20 06:31:00
C105,P44,1882,2019-01-20 06:31:00
C108,P46,130,2019-01-20 22:55:00
C109,P35,855,2019-01-20 22:38:00
C117,P56,934,2019-01-20 14:11:00
C128,P57,963,2019-01-20 16:13:00
C131,P59,1719,2019-01-20 23:26:00
C131,P50,1747,2019-01-20 23:26:00
C1,P08,1986,2019-01-21 20:09:00
C3,P49,1669,2019-01-21 16:27:00
C8,P12,1930,2019-01-21 04:42:00
C15,P38,416,2019-01-21 15:40:00
C20,P38,48,2019-01-21 16:09:00
C29,P41,1482,2019-01-21 15:23:00
C30,P32,50,2019-01-21 22:25:00
C31,P47,1146,2019-01-21 15:55:00
C43,P57,891,2019-01-21 03:51:00
C48,P38,1803,2019-01-21 03:04:00
C48,P36,8,2019-01-21 03:04:00
C53,P25,597,2019-01-21 19:25:00
C67,P23,47,2019-01-21 14:16:00
C85,P26,1689,2019-01-21 14:46:00
C88,P31,446,2019-01-21 14:00:00
C88,P33,846,2019-01-21 14:00:00
C91,P62,1385,2019-01-21 23:25:00
C92,P17,1791,2019-01-21 16:37:00
C96,P61,132,2019-01-21 21:26:00
C98,P64,1383,2019-01-21 09:29:00
C100,P37,549,2019-01-21 19:33:00
C100,P36,1681,2019-01-21 19:33:00
C103,P60,43,2019-01-21 09:35:00
C103,P50,1203,2019-01-21 09:35:00
C104,P35,813,2019-01-21 10:24:00
C105,P33,1218,2019-01-21 16:25:00
C105,P25,288,2019-01-21 16:25:00
C110,P61,561,2019-01-21 13:13:00
C110,P62,673,2019-01-21 13:13:00
C120,P60,1979,2019-01-21 20:05:00
C135,P51,444,2019-01-21 09:06:00
C135,P42,1097,2019-01-21 09:06:00
C3,P40,1462,2019-01-22 08:55:00
C3,P40,528,2019-01-22 08:55:00
C4,P37,1126,2019-01-22 20:11:00
C4,P36,1188,2019-01-22 20:11:00
C11,P25,1422,2019-01-22 12:26:00
C14,P49,1650,2019-01-22 07:02:00
C14,P46,1957,2019-01-22 07:02:00
C20,P39,775,2019-01-22 11:56:00
C20,P37,699,2019-01-22 11:56:00
C21,P22,601,2019-01-22 18:48:00
C24,P42,1872,2019-01-22 23:10:00
C54,P50,276,2019-01-22 22:53:00
C64,P37,1558,2019-01-22 04:28:00
C76,P31,1112,2019-01-22 04:57:00
C76,P27,364,2019-01-22 04:57:00
C82,P40,796,2019-01-22 20:01:00
C83,P51,1198,2019-01-22 22:13:00
C83,P53,988,2019-01-22 22:13:00
C84,P33,1512,2019-01-22 10:22:00
C88,P25,1755,2019-01-22 06:50:00
C90,P15,1088,2019-01-22 02:54:00
C109,P39,917,2019-01-22 04:58:00
C110,P43,1482,2019-01-22 18:17:00
C114,P39,1142,2019-01-22 16:28:00
C115,P30,1,2019-01-22 08:13:00
C117,P55,1614,2019-01-22 11:34:00
C122,P35,684,2019-01-22 10:31:00
C122,P36,1662,2019-01-22 10:31:00
C125,P30,330,2019-01-22 15:45:00
C128,P35,815,2019-01-22 02:56:00
C132,P31,1606,2019-01-22 05:23:00
C2,P33,447,2019-01-23 11:36:00
C9,P21,1796,2019-01-23 05:46:00
C13,P22,453,2019-01-23 22:47:00
C18,P61,1217,2019-01-23 08:24:00
C26,P49,1377,2019-01-23 15:24:00
C30,P24,452,2019-01-23 20:34:00
C30,P26,1994,2019-01-23 20:34:00
C56,P50,917,2019-01-23 08:35:00
C59,P24,553,2019-01-23 14:57:00
C59,P33,1991,2019-01-23 14:57:00
C61,P37,992,2019-01-23 20:41:00
C61,P40,38,2019-01-23 20:41:00
C64,P54,836,2019-01-23 12:29:00
C65,P36,1075,2019-01-23 15:31:00
C65,P36,660,2019-01-23 15:31:00
C70,P37,509,2019-01-23 07:31:00
C70,P40,600,2019-01-23 07:31:00
C86,P61,799,2019-01-23 07:59:00
C88,P23,914,2019-01-23 13:56:00
C89,P24,1401,2019-01-23 21:44:00
C94,P35,470,2019-01-23 18:34:00
C96,P38,87,2019-01-23 04:09:00
C110,P62,456,2019-01-23 15:43:00
C110,P62,1976,2019-01-23 15:43:00
C116,P28,1873,2019-01-23 13:22:00
C117,P17,859,2019-01-23 19:31:00
C118,P36,275,2019-01-23 08:01:00
C124,P47,1185,2019-01-23 18:44:00
C124,P57,1375,2019-01-23 18:44:00
C126,P37,367,2019-01-23 03:13:00
C130,P46,1102,2019-01-23 06:56:00
C1,P03,947,2019-01-24 13:24:00
C8,P63,1245,2019-01-24 02:50:00
C8,P62,1785,2019-01-24 02:50:00
C12,P33,837,2019-01-24 21:19:00
C20,P01,973,2019-01-24 22:39:00
C28,P35,416,2019-01-24 17:34:00
C34,P29,1317,2019-01-24 21:56:00
C34,P29,1999,2019-01-24 21:56:00
C37,P11,1133,2019-01-24 09:28:00
C41,P26,138,2019-01-24 13:28:00
C42,P53,1805,2019-01-24 05:28:00
C42,P57,1768,2019-01-24 05:28:00
C43,P64,1885,2019-01-24 06:04:00
C46,P16,185,2019-01-24 11:08:00
C46,P21,194,2019-01-24 11:08:00
C53,P29,1913,2019-01-24 12:05:00
C56,P53,1200,2019-01-24 21:14:00
C58,P38,20,2019-01-24 19:28:00
C73,P26,1203,2019-01-24 20:35:00
C75,P22,465,2019-01-24 16:09:00
C76,P40,1212,2019-01-24 08:57:00
C76,P38,721,2019-01-24 08:57:00
C86,P15,749,2019-01-24 19:02:00
C86,P17,821,2019-01-24 19:02:00
C92,P14,94,2019-01-24 23:40:00
C92,P18,589,2019-01-24 23:40:00
C97,P27,173,2019-01-24 18:01:00
C108,P47,1826,2019-01-24 03:06:00
C108,P43,455,2019-01-24 03:06:00
C115,P26,197,2019-01-24 18:50:00
C124,P01,498,2019-01-24 23:59:00
C124,P05,1743,2019-01-24 23:59:00
C127,P64,1421,2019-01-24 23:01:00
C128,P36,353,2019-01-24 17:38:00
C131,P42,1587,2019-01-24 17:10:00
C133,P61,900,2019-01-24 13:24:00
C137,P30,1814,2019-01-24 15:20:00
C2,P34,999,2019-01-25 18:43:00
C2,P30,514,2019-01-25 18:43:00
C3,P30,1402,2019-01-25 10:40:00
C3,P32,386,2019-01-25 10:40:00
C6,P64,116,2019-01-25 06:00:00
C11,P31,1838,2019-01-25 13:18:00
C11,P30,1727,2019-01-25 13:18:00
C12,P26,114,2019-01-25 07:54:00
C21,P31,1249,2019-01-25 21:08:00
C35,P31,1091,2019-01-25 10:00:00
C35,P33,140,2019-01-25 10:00:00
C41,P23,125,2019-01-25 19:17:00
C41,P24,1121,2019-01-25 19:17:00
C61,P64,899,2019-01-25 08:22:00
C67,P34,810,2019-01-25 06:21:00
C69,P08,1130,2019-01-25 04:20:00
C69,P05,618,2019-01-25 04:20:00
C70,P09,647,2019-01-25 09:33:00
C82,P61,288,2019-01-25 14:41:00
C82,P62,1726,2019-01-25 14:41:00
C86,P61,1624,2019-01-25 14:19:00
C87,P52,1419,2019-01-25 09:49:00
C89,P48,635,2019-01-25 08:20:00
C89,P60,1570,2019-01-25 08:20:00
C96,P40,1936,2019-01-25 13:40:00
C100,P50,1474,2019-01-25 09:36:00
C110,P63,1657,2019-01-25 13:04:00
C114,P37,1369,2019-01-25 14:22:00
C115,P26,1997,2019-01-25 19:16:00
C115,P31,951,2019-01-25 19:16:00
C116,P30,846,2019-01-25 18:04:00
C117,P37,177,2019-01-25 10:08:00
C117,P40,1296,2019-01-25 10:08:00
C124,P49,1895,2019-01-25 19:54:00
C127,P19,1074,2019-01-25 15:46:00
C132,P22,598,2019-01-25 16:10:00
C135,P43,1363,2019-01-25 19:14:00
C137,P33,1067,2019-01-25 20:51:00
C9,P13,337,2019-01-26 16:53:00
C9,P13,1771,2019-01-26 16:53:00
C11,P58,573,2019-01-26 06:19:00
C11,P45,1874,2019-01-26 06:19:00
C14,P60,708,2019-01-26 17:01:00
C17,P14,306,2019-01-26 10:31:00
C19,P34,682,2019-01-26 22:45:00
C24,P61,201,2019-01-26 07:48:00
C28,P36,246,2019-01-26 15:38:00
C28,P35,970,2019-01-26 15:38:00
C34,P17,1030,2019-01-26 19:00:00
C35,P33,440,2019-01-26 18:03:00
C36,P31,156,2019-01-26 23:11:00
C36,P24,1992,2019-01-26 23:11:00
C42,P25,1992,2019-01-26 10:46:00
C43,P07,1614,2019-01-26 22:24:00
C43,P05,416,2019-01-26 22:24:00
C52,P38,1109,2019-01-26 07:12:00
C60,P52,1975,2019-01-26 05:36:00
C60,P47,1932,2019-01-26 05:36:00
C64,P52,1838,2019-01-26 06:02:00
C64,P53,980,2019-01-26 06:02:00
C72,P51,1833,2019-01-26 18:28:00
C74,P12,1307,2019-01-26 22:30:00
C75,P27,470,2019-01-26 20:59:00
C75,P34,1104,2019-01-26 20:59:00
C79,P52,1042,2019-01-26 19:25:00
C93,P34,1376,2019-01-26 21:41:00
C93,P27,1339,2019-01-26 21:41:00
C96,P37,1257,2019-01-26 08:57:00
C96,P40,1020,2019-01-26 08:57:00
C97,P26,1771,2019-01-26 19:02:00
C110,P64,1973,2019-01-26 12:05:00
C127,P63,1760,2019-01-26 06:05:00
C127,P64,1128,2019-01-26 06:05:00
C128,P37,666,2019-01-26 19:48:00
C132,P09,700,2019-01-26 09:26:00
C6,P62,49,2019-01-27 12:00:00
C9,P18,840,2019-01-27 20:05:00
C11,P40,78,2019-01-27 07:29:00
C13,P31,862,2019-01-27 15:35:00
C18,P53,1357,2019-01-27 19:52:00
C24,P50,525,2019-01-27 04:34:00
C24,P43,1300,2019-01-27 04:34:00
C27,P28,1274,2019-01-27 16:41:00
C27,P31,1526,2019-01-27 16:41:00
C29,P64,1572,2019-01-27 21:21:00
C44,P60,1999,2019-01-27 23:41:00
C44,P46,1235,2019-01-27 23:41:00
C62,P32,1077,2019-01-27 02:51:00
C62,P31,883,2019-01-27 02:51:00
C73,P31,839,2019-01-27 13:28:00
C75,P41,1938,2019-01-27 07:04:00
C75,P43,1118,2019-01-27 07:04:00
C79,P27,1715,2019-01-27 17:05:00
C97,P29,393,2019-01-27 07:27:00
C98,P40,228,2019-01-27 11:35:00
C110,P63,968,2019-01-27 22:15:00
C113,P06,90,2019-01-27 21:04:00
C116,P29,532,2019-01-27 19:11:00
C116,P24,1919,2019-01-27 19:11:00
C122,P37,410,2019-01-27 23:38:00
C131,P38,1614,2019-01-27 14:38:00
C132,P27,473,2019-01-27 20:10:00
C137,P30,871,2019-01-27 02:51:00
C137,P31,1737,2019-01-27 02:51:00
C1,P10,973,2019-01-28 06:25:00
C3,P24,801,2019-01-28 17:56:00
C5,P61,1822,2019-01-28 07:04:00
C9,P60,1820,2019-01-28 05:41:00
C10,P49,333,2019-01-28 22:46:00
C10,P47,1991,2019-01-28 22:46:00
C20,P33,1418,2019-01-28 05:29:00
C48,P35,219,2019-01-28 08:32:00
C56,P53,529,2019-01-28 21:56:00
C59,P23,99,2019-01-28 13:51:00
C69,P12,1386,2019-01-28 10:21:00
C71,P14,1369,2019-01-28 11:16:00
C71,P16,1903,2019-01-28 11:16:00
C73,P47,1175,2019-01-28 11:39:00
C76,P40,710,2019-01-28 15:15:00
C78,P37,731,2019-01-28 11:45:00
C81,P36,398,2019-01-28 17:20:00
C83,P38,788,2019-01-28 12:05:00
C101,P24,164,2019-01-28 14:20:00
C104,P35,1769,2019-01-28 22:48:00
C105,P04,1144,2019-01-28 05:18:00
C110,P61,1005,2019-01-28 14:48:00
C114,P57,1922,2019-01-28 16:31:00
C116,P52,1056,2019-01-28 15:59:00
C117,P15,857,2019-01-28 09:33:00
C118,P45,1525,2019-01-28 23:06:00
C127,P17,1673,2019-01-28 04:38:00
C127,P14,1607,2019-01-28 04:38:00
C135,P62,932,2019-01-28 08:56:00
C135,P63,1490,2019-01-28 08:56:00
C1,P04,581,2019-01-29 12:06:00
C1,P05,85,2019-01-29 12:06:00
C2,P24,580,2019-01-29 23:39:00
C2,P33,1766,2019-01-29 23:39:00
C3,P40,1620,2019-01-29 21:48:00
C5,P62,929,2019-01-29 04:32:00
C5,P63,1257,2019-01-29 04:32:00
C24,P62,65,2019-01-29 05:56:00
C24,P63,1446,2019-01-29 05:56:00
C28,P35,493,2019-01-29 09:24:00
C28,P36,295,2019-01-29 09:24:00
C30,P29,774,2019-01-29 21:32:00
C41,P29,1999,2019-01-29 22:41:00
C42,P22,1765,2019-01-29 11:01:00
C42,P22,156,2019-01-29 11:01:00
C49,P51,1194,2019-01-29 07:18:00
C49,P55,389,2019-01-29 07:18:00
C55,P52,495,2019-01-29 21:18:00
C56,P52,1271,2019-01-29 09:31:00
C59,P28,554,2019-01-29 11:23:00
C59,P26,254,2019-01-29 11:23:00
C62,P64,1326,2019-01-29 19:38:00
C82,P02,1775,2019-01-29 08:10:00
C83,P20,1540,2019-01-29 06:24:00
C89,P27,1244,2019-01-29 17:00:00
C89,P34,164,2019-01-29 17:00:00
C94,P56,1743,2019-01-29 18:07:00
C116,P31,1802,2019-01-29 14:32:00
C117,P41,1374,2019-01-29 11:51:00
C117,P56,187,2019-01-29 11:51:00
C123,P62,100,2019-01-29 19:30:00
C127,P61,1821,2019-01-29 10:25:00
C128,P51,1692,2019-01-29 21:45:00
C132,P02,225,2019-01-29 20:08:00
C2,P26,608,2019-01-30 22:51:00
C2,P26,1143,2019-01-30 22:51:00
C12,P39,542,2019-01-30 07:15:00
C12,P38,1310,2019-01-30 07:15:00
C14,P59,923,2019-01-30 11:29:00
C18,P41,101,2019-01-30 18:52:00
C34,P16,1761,2019-01-30 09:10:00
C37,P36,1982,2019-01-30 16:36:00
C40,P15,793,2019-01-30 06:02:00
C43,P56,197,2019-01-30 10:50:00
C43,P49,266,2019-01-30 10:50:00
C68,P04,1138,2019-01-30 15:50:00
C69,P30,1900,2019-01-30 08:55:00
C69,P34,660,2019-01-30 08:55:00
C73,P32,29,2019-01-30 23:33:00
C73,P31,281,2019-01-30 23:33:00
C74,P04,1721,2019-01-30 05:03:00
C74,P06,559,2019-01-30 05:03:00
C82,P62,1901,2019-01-30 18:17:00
C82,P63,369,2019-01-30 18:17:00
C84,P58,1950,2019-01-30 20:21:00
C100,P15,1745,2019-01-30 04:59:00
C104,P33,49,2019-01-30 19:32:00
C107,P34,1668,2019-01-30 23:56:00
C107,P23,311,2019-01-30 23:56:00
C115,P31,20,2019-01-30 15:09:00
C115,P34,1434,2019-01-30 15:09:00
C122,P63,1987,2019-01-30 05:33:00
C124,P10,1634,2019-01-30 09:52:00
C127,P12,1788,2019-01-30 18:32:00
C3,P31,1900,2019-01-31 06:22:00
C10,P54,614,2019-01-31 04:16:00
C12,P25,381,2019-01-31 19:32:00
C14,P52,1949,2019-01-31 09:05:00
C14,P44,1270,2019-01-31 09:05:00
C18,P27,888,2019-01-31 14:01:00
C27,P27,892,2019-01-31 09:36:00
C27,P28,482,2019-01-31 09:36:00
C34,P62,1927,2019-01-31 07:04:00
C36,P63,1294,2019-01-31 22:41:00
C49,P13,458,2019-01-31 21:15:00
C50,P36,1573,2019-01-31 03:09:00
C63,P37,541,2019-01-31 15:20:00
C67,P63,1732,2019-01-31 09:57:00
C67,P61,1333,2019-01-31 09:57:00
C69,P02,1080,2019-01-31 11:54:00
C78,P37,106,2019-01-31 08:51:00
C79,P50,225,2019-01-31 08:53:00
C80,P25,1480,2019-01-31 04:26:00
C83,P20,846,2019-01-31 14:35:00
C86,P57,771,2019-01-31 13:33:00
C97,P27,1327,2019-01-31 18:34:00
C97,P34,1283,2019-01-31 18:34:00
C99,P28,327,2019-01-31 06:28:00
C100,P26,1009,2019-01-31 03:51:00
C101,P53,429,2019-01-31 20:28:00
C127,P13,222,2019-01-31 03:58:00
C127,P17,773,2019-01-31 03:58:00
C128,P43,655,2019-01-31 13:05:00
C5,P37,908,2019-02-01 11:38:00
C7,P35,1687,2019-02-01 19:08:00
C12,P38,1697,2019-02-01 14:47:00
C14,P52,150,2019-02-01 04:51:00
C30,P34,1676,2019-02-01 08:22:00
C30,P34,369,2019-02-01 08:22:00
C31,P55,1541,2019-02-01 18:20:00
C31,P44,1107,2019-02-01 18:20:00
C35,P23,1337,2019-02-01 20:19:00
C35,P24,1823,2019-02-01 20:19:00
C38,P34,346,2019-02-01 22:30:00
C44,P42,1768,2019-02-01 03:15:00
C44,P42,301,2019-02-01 03:15:00
C50,P35,50,2019-02-01 08:50:00
C52,P39,1744,2019-02-01 16:52:00
C59,P33,1381,2019-02-01 23:13:00
C60,P47,1546,2019-02-01 10:47:00
C63,P35,1129,2019-02-01 06:38:00
C73,P27,1757,2019-02-01 23:24:00
C73,P32,1008,2019-02-01 23:24:00
C87,P57,409,2019-02-01 12:36:00
C89,P34,1468,2019-02-01 06:59:00
C91,P64,633,2019-02-01 20:55:00
C91,P62,1471,2019-02-01 20:55:00
C95,P36,438,2019-02-01 10:04:00
C99,P30,1239,2019-02-01 11:41:00
C99,P33,1689,2019-02-01 11:41:00
C100,P17,1119,2019-02-01 10:38:00
C101,P09,1347,2019-02-01 17:22:00
C121,P63,1988,2019-02-01 06:29:00
C126,P37,122,2019-02-01 08:14:00
C132,P06,806,2019-02-01 18:01:00
C133,P53,305,2019-02-01 20:57:00
C137,P22,1038,2019-02-01 12:57:00
C137,P28,1915,2019-02-01 12:57:00
C1,P03,891,2019-02-02 23:39:00
C1,P02,1328,2019-02-02 23:39:00
C2,P22,683,2019-02-02 05:20:00
C5,P64,383,2019-02-02 20:21:00
C5,P62,196,2019-02-02 20:21:00
C10,P52,824,2019-02-02 23:42:00
C11,P24,470,2019-02-02 09:00:00
C11,P28,962,2019-02-02 09:00:00
C12,P23,873,2019-02-02 14:38:00
C13,P53,1006,2019-02-02 20:51:00
C21,P27,1380,2019-02-02 23:09:00
C25,P38,1612,2019-02-02 17:49:00
C25,P37,1206,2019-02-02 17:49:00
C29,P43,1778,2019-02-02 09:43:00
C29,P54,1997,2019-02-02 09:43:00
C35,P26,140,2019-02-02 03:29:00
C42,P15,1203,2019-02-02 19:03:00
C42,P16,199,2019-02-02 19:03:00
C43,P03,1619,2019-02-02 12:32:00
